AutoID,Date,Year,Month,MediaType,Topic,FullText
159346,9/8/2014,2014,9,facebook,NS,police: merced robbery suspect suspect exposed when money falls from his pants crime INTERNET a 25- year-old man was arrested by merced police police saturday afternoon after allegedly robbing the BankD bank inside raleys market off yosemite avenue. INTERNET
138362,4/29/2015,2015,4,facebook,CS,just Name: twit_hndl_BankA customer service gets 5/ 5 stars. twit_hndl gets 5/ 5 face punches.
33364,8/27/2015,2015,8,twitter,CS,"twit_hndl sorry to hear this. to discuss your experience further, follow/ dir_msg us your name, phone number, and the reason for the call. Name_Resp"
147178,10/6/2014,2014,10,facebook,NS,mighty movers- BankD mission main street Name vote for mighty movers at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
113661,10/7/2014,2014,10,facebook,NS,here u go Name! its all about giving!
182147,12/13/2014,2014,12,facebook,NS,shadow raptor set white 9th driver nd odyssey BankD hawk tires trade for other rims nd tires i want black tbh
148727,8/1/2015,2015,8,twitter,CS,moved house. did a change of address online with BankC. they post out confirmation of the new address... to our old address. genius!
73754,8/29/2015,2015,8,twitter,NS,BankB Name Name Name. Name Name to$ 85.00(hes )- financial wisdom Name ift. tt/ 1is3xqn
190141,2/11/2015,2015,2,facebook,NS,tesla have us free energy. BankD  Name couldnt put a meter on it and killed Name research funding. Name has videos of him levitating objects and changing metal shape and composition with frequency generators. google it. the gov & corporatacracy doesnt want us to have free energy not a cute for cancer because of profiteering. wake up.. get the facts. youve been lied to all your life. Name is not your friend. its corrupt. our Name is the enemy of freedom & liberet_twity..not their protector. research..staret_twit caring... all it takes for evil to flourish is for good men to do nothing. learn & share!:- ). your childrens future depends on it. this over sized power grabbing government needs to be dismantled and prosecuted and rebuilt using the constitutional limits. a few leads Name lee Name teslas close friend lived in vancouer his house was full of teslas stuff i have mentioned this by eail to the tesla society...
207601,8/19/2015,2015,8,twitter,CS,BankA Name playing Name changing banks fuck the bull shit
56029,8/28/2015,2015,8,twitter,NS,m1blog man man linked to BankD hacking in talks to resolve Name. s. case: filing ow. ly/ 33ljlc
137875,3/5/2015,2015,3,facebook,NS,judge approves BankB Äôs$ 8.5 Name mortgage pact BankB corp. Name. Äôs$ 8.5 billion settlement of investors Äô claims tied to bad mortgages sold by its countrywide unit was approved in full by an appeals court that said a judge should have included loan-modification claims in endorsing the agreement last year. INTERNET BankB corp. Name. Äôs$ 8.5 billion settlement of investors Äô claims tied to bad mortgages sold by its countrywide unit was approved in full by an appeals court that said a judge should have included loan-modification claims in endorsing the agreement last year.
152149,8/16/2015,2015,8,twitter,NS,newsroom: emarketer &
17390,8/13/2015,2015,8,twitter,CS,twit_hndl_BankD Name the left(x2)put ur high apr in the box to the left. dont get to thinking ur irreplaceable-because twit_hndl_BankA
149436,8/14/2015,2015,8,twitter,S,my dad was telling me hes going to deposit money into my BankA acc & for some reason i thought BankA was best western help
85760,8/7/2015,2015,8,twitter,NS,centurylink inc reiterated Name Name rating by BankC(ranked 31st)to hold with 32 Name$ Name
142619,8/25/2015,2015,8,twitter,CS,lmaooooo ret_twit twit_hndl: Name tryna turn$ 200 into$ 2000?? ret_twit twit_hndl: same so yeah ret_twit Name Name Name twit_hndl: plus i have BankC.. so yeah
206660,2/2/2015,2015,2,facebook,CS,well BankA you have officibanke lost 4 customers as of tomorrow and for anyone that is starting an account i would greatly advise not using this bank ever i have had nothing but problems with them since day one
46308,8/6/2015,2015,8,twitter,CS,twit_hndl_BankA twit_hndl congrats lucky winner!
82302,8/3/2015,2015,8,twitter,NS,breaking: alpha Name for chapter 11 ow. ly/ qqsyq
15748,8/5/2015,2015,8,twitter,CS,twit_hndl i apologize for your experience & would like the opportunity to see if i can help. please dir_msg your name/ zip/ phone. Name_Resp
82433,12/21/2014,2014,12,facebook,NS,Name baker shared Name Name Name Name Name photo.
100628,9/29/2014,2014,9,facebook,NS,electronic recycling solutions- BankD mission main street Name vote for Name Name solutions at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
205961,10/18/2014,2014,10,facebook,NS,we would like to thank all of our family and friends for the love and support youve shown to us by casting your vote for Name for BankD mission main street grants! we did it!!!!!! we banked the required 250 and then some! we love each of you! keep us in your prayers as we are now going before the judges. the winners will be announced in january! stay prayerful and stay tuned! § ò
124256,8/4/2015,2015,8,twitter,NS,"Name at BankB- twit_hndl_BankB_help in Name Name, ca INTERNET"
121540,8/7/2014,2014,8,facebook,S,i mean damn BankA can yall complete my freakin deposit already shit......... wtf
186564,10/12/2014,2014,10,facebook,NS,splinter & slag- BankD mission main street Name vote for Name & slag at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
144955,9/28/2014,2014,9,facebook,NS,man wtf hope i can make it to a BankD bank bank sometime this week on the way home so i can pull out some money or ill be broke till next week. man this 7 till 530 shift makes it hard to get things done that need to be done during the week almost impossible
42843,8/10/2015,2015,8,twitter,CS,twit_hndl Name be best to call us at PHONE and speak to our credit card department. they will be happy to assist you. Name_Resp
131349,8/10/2014,2014,8,facebook,NS,its that time again for nominations for 2014 global diversity & inclusion Name at BankB. time to write a compelling story about my advocacy work around economic equity. i strongly believe the work that ribba is doing in rhode island island deserves global recognition. some may disagree with my view but thats okay for each of us is entitled to our own opinion.
188405,9/4/2014,2014,9,facebook,NS,suntrusts overweight rating rating reiterated at BankD & Name..$ 43.50 Name. INTERNET$ Name
114800,10/18/2014,2014,10,facebook,NS,higgins realty group realty group- BankD mission main street Name vote for Name realty group at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
125312,8/2/2015,2015,8,twitter,S,Name never understood that statement Name ntate a BankB in the middle of the nyt u dnt ask him o tswa kae
184029,8/1/2014,2014,8,facebook,NS,so ashland friends i need a ride from the econo lodge to the BankB i can provide gas money and i have to do this before 11 if anyone can help it would be greatly appreciated!
83766,8/31/2015,2015,8,twitter,NS,"c BankC, Name. Name size dlvr. it/ c1dfj8$ c$ Name$ grcu$ ashr"
71828,10/7/2014,2014,10,facebook,NS,bbankemena cigarette factory factory to close BankD asset management- stockport- cheshire-... Name cigarette factory to close BankD asset management- stockport- financial advisers & wealth managers INTERNET
142468,8/7/2015,2015,8,twitter,NS,liverpool Name transfer rumours reds receive setBankB  in Name Name BankD(echo)dlvr. it/ bmx4zy
3771,8/20/2015,2015,8,twitter,CS,twit_hndl we are following up to see if you need assistance. please let us know if theres anything we can do to help. Name_Resp
204236,12/11/2014,2014,12,facebook,PR,wall street journal street journal: BankC pact has detailed plan plan for$ 2.5 Name in relief to consumers Name home Name league is a national movement of underwater homeowners and our allies fighting wall Name. INTERNET
211020,11/23/2014,2014,11,facebook,PR,BankA Name! consumer gripe site for BankA bank and their companies INTERNET
36054,8/28/2015,2015,8,twitter,CS,"twit_hndl thanks for reaching out. if youd like us to check the status for you, please call us at PHONE. Name_Resp"
184538,4/7/2015,2015,4,facebook,CS,so i the customer should reach out to you so that you can be given another opportunity to make this right? no it is BankA who should call me and apologize for its terrible customer service service and to ask if i will give them another chance. banks dont appreciate customers but in fact treat us like we should be grateful they exist. you have the honor of looking after my money and you had my trust but i still have the right to take that away from you.
182233,8/18/2015,2015,8,twitter,NS,"shanghai drops 6 %, BankD  Name: bank of Name Name to ease further- finance Name bit. ly/ 1mabhfr"
206995,8/5/2015,2015,8,twitter,NS,BankA
214949,1/16/2015,2015,1,facebook,S,who ever just went shopping with my card you suck!!! but i have to give my bank credit they caught that real quick
142529,8/3/2015,2015,8,twitter,CS,ll twit_hndl_BankA social media handles are verified. please only interact with us when you see a checkmark by our name. INTERNET
90995,3/3/2015,2015,3,facebook,PR,BankC cfo sees markets revenue declining in Name INTERNET BankC expects its revenue from fixed-income and equity markets to decline in the first quarter from a year earlier.
29929,8/25/2015,2015,8,twitter,PR,twit_hndl Name BankA bankers in jail for forging docs? INTERNET Ö nope. did fbi take me out instead? Name: INTERNET Ö
159954,10/23/2014,2014,10,facebook,NS,print center BankD & Name.
113064,10/14/2014,2014,10,facebook,NS,hele-mai varik Name Name- BankD mission main street Name vote for Name Name Name at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
153164,8/27/2015,2015,8,twitter,NS,not at all! after getting me to right dept they realized Name! its business account we can help you here! INTERNET
17677,8/15/2015,2015,8,twitter,CS,"twit_hndl if there is anything we can help with on twitter, please feel free to reach out. were here until 8pm et. Name_Resp"
4302,8/5/2015,2015,8,twitter,CS,"twit_hndl Name banking experience is important to us, and i understand your concerns. was this matter resolved at the branch? Name_Resp"
28746,8/2/2015,2015,8,twitter,NS,"twit_hndl_BankD withdraws 200,752 ounces Name"
219814,8/27/2015,2015,8,twitter,NS,you wont believe what this former BankC vice president has to say ab... youtu. be/ qbzqgalfyyg via twit_hndl pls listen to this
40928,8/4/2015,2015,8,twitter,NS,twit_hndl Name try clearing cache or using another browser to see if it helps. any error messages? Name_Resp
782,8/4/2015,2015,8,twitter,CS,". twit_hndl_BankD twit_hndl_BankD the bank that validates my account/ rt number to my employer. any help with this? there are no branches in tallahassee, fl"
56673,8/24/2015,2015,8,twitter,NS,news: Name admits defeat in Name BankD: the arsenal manager says the story is dead after the Name Name... bit. ly/ 1jqywis
76591,4/15/2015,2015,4,facebook,PR,BankB swings to profit uk regulatory risk & compliance consultant blog BankB swings to profit INTERNET INTERNET Name banking business weaker as revenues fall 6 % see the original post here: BankB swings to profit
83605,11/19/2014,2014,11,facebook,NS,by chance has anyone turned in a BankD debit card? i think i may have dropped it in the parking lot.
206511,8/8/2014,2014,8,facebook,NS,well its been a while since i posted anything.. tomorrow we will be racing at stockton in the BankA Name pro 4 limited modified. if you have nothing going on come on out and cheer us on we are ready to roll
90580,8/11/2015,2015,8,twitter,NS,BankC shop and Name free gift at Name Name! info promo: bit. ly/ promoBankC INTERNET
128487,8/19/2015,2015,8,twitter,PR,"in response to myself..... stock market crashed then BankD  Name & other cronies bought it up for pennies on dollar, then dumped it all..."
5023,8/29/2015,2015,8,twitter,CS,twit_hndl hello! sorry to hear. no issues to report at this time. have you tried to clear the cache and relaunch one of the browsers? Name_Resp
37330,8/31/2015,2015,8,twitter,CS,"twit_hndl sorry for the frustration. we monitor for unusual activity and if the security of an account is at risk, well take action. Name_Resp"
170883,8/19/2015,2015,8,twitter,NS,ret_twit twit_hndl: twit_hndl twit_hndl_BankB_community twit_hndl
9165,8/18/2015,2015,8,twitter,NS,"twit_hndl_BankA, Name medrano 8054708935 i have to go out of my way to another branch specifiBankC anke to avoid going to the one on la Name"
23757,8/25/2015,2015,8,twitter,CS,twit_hndl Name following up to see if there is anything we can do to help. Name_Resp
44292,8/6/2015,2015,8,twitter,CS,"twit_hndl i regret your experience. were you able to get the problem resolved? if not, i d like to help. Name_Resp"
37748,8/11/2015,2015,8,twitter,NS,twit_hndl Name kidding BankB as in BankB
42599,8/15/2015,2015,8,twitter,NS,"twit_hndl twit_hndl yes, and then every once in a while she throws in a landmark just to confuse me. just past the BankD bank..."
206378,10/7/2014,2014,10,facebook,NS,well bowled pakistan lads.......... in this roasted hot temperature........ Name banking on batsmans attitude towards this moderate BankD BankD....... lets finger crossed.............
114013,8/23/2015,2015,8,twitter,NS,"hey twit_hndl, who helps his team more this year: Name or Name Name Name?"
119700,8/14/2015,2015,8,facebook,CS,i have a loan with BankA and spend 35 minutes trying to get help with trying to log on to pay my Name. i have never seen a more impatient group of people in my life. i hate calling BankA BankA
191685,9/18/2014,2014,9,facebook,NS,thanks eacc cincinnati for sharing! we are happy to support. Name
170008,8/10/2015,2015,8,twitter,NS,ret_twit twit_hndl: how will BankBs buy-out of countrywide affect my mortgage?- i have a banke home loan and i was... is. gd/ db00bp
217220,8/24/2015,2015,8,twitter,NS,Name plc earns overweight rating from BankD & Name.$ wos ift. tt/ 1eq4jqd
192892,8/29/2015,2015,8,twitter,NS,the apple Name is a fantastic fraud catching device. twice in two months its notified me of my twit_hndl_BankC credit card being used!!:(
156559,8/7/2015,2015,8,twitter,NS,our food truck will be downtown twit_hndl_BankA today from 11-1: 30 today!
83064,10/3/2014,2014,10,facebook,NS,bulldog depot- BankD mission main street grants vote vote for bulldog depot at https:// INTERNET- BankDs$ 3 Name mission main street grants program program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
119761,11/27/2014,2014,11,facebook,S,i have also contacted BankA via my online account access via a personal notification.
149656,8/6/2015,2015,8,facebook,S,my host cancelled on me and i have been waiting almost 2 weeks for a refund to my BankC credit card! your website states up to 7 days. what is going on?!? when will i see my money???
33219,8/14/2015,2015,8,twitter,CS,twit_hndl Name tell us more about what happened(no account numbers ). we may be able to help. Name_Resp
50503,8/18/2015,2015,8,twitter,CS,twit_hndl_BankA Name steal money when you can just be a bank and do it legbanke?!
83446,12/28/2014,2014,12,facebook,S,but the fact that my debit card keeps declining has me pissed off only cuz
134397,8/9/2015,2015,8,twitter,NS,BankD  Name cuts price forecast by-16$/ bbl to 50$/ bbl. thanks we can also look at a chart of past price action.
85639,9/21/2014,2014,9,facebook,NS,Name Name Name Name Name washington rose ness Name Name Name
51948,8/19/2015,2015,8,twitter,NS,twit_hndl Name visit INTERNET for facts regarding fees. you should be able to find the info you need. Name_Resp
59916,8/10/2015,2015,8,twitter,NS,$ Name Name: harsh outlook on Name from BankD
9279,8/24/2015,2015,8,twitter,CS,"twit_hndl_BankC 3 calls, 5 requests for my account"
182387,3/14/2015,2015,3,facebook,NS,Name Name Name in action during the 2015 BankD to the Name cup for ladies; credit Name Name/ saspa
178219,8/21/2015,2015,8,twitter,NS,ret_twit twit_hndl: twit_hndl_BankA eat a Name though
179799,8/4/2015,2015,8,twitter,NS,ret_twit_america: ë guilty í: ex-ubs & BankC trader jailed 14yrs for manipulating interest rates rates Ö INTERNET
209549,8/10/2015,2015,8,twitter,CS,BankA is so annoying????
154272,8/10/2015,2015,8,twitter,NS,offshore oil Name: teekay offshore Name lp downgraded by BankC Name.(too ): teekay offshore Name l.... bit. ly/ 1gxzfvh
51018,8/28/2015,2015,8,twitter,CS,"twit_hndl Name, Name. we re here to help; let me know what i can do to assist. Name_Resp"
51500,8/13/2015,2015,8,twitter,NS,"twit_hndl i didnt think we were going, but i was like take my money lmao. i got them off crbankeslist rather than stubhub. do you bank w/ BankD?"
153344,10/30/2014,2014,10,facebook,CS,not BankA. community banks are best.
35596,8/10/2015,2015,8,twitter,CS,twit_hndl Name be best to call us at PHONE and speak to a banker regarding the status of your account. Name_Resp
189363,4/15/2015,2015,4,facebook,NS,targa Name Name lps Name raised by BankD & Name. to$ 50.00. neutral rating. INTERNET$ ngls
116604,10/2/2014,2014,10,facebook,NS,INTERNET soulja boy boy ft. migos- BankB INTERNET INTERNET
201212,8/13/2015,2015,8,twitter,S,Name: why does my credit card not work??? my card is a visa and thru BankB i dont understand?? i use uber 6 x a week- bit. ly/ 1kfvkvo
130527,8/3/2015,2015,8,twitter,NS,it is with a collective grateful heart grateful heart that we thank brett wartluft Name of BankA Name fo partnering with us... fb. me/ 3hxpfkxz5
137869,8/18/2014,2014,8,facebook,NS,jubilant Name shares gain; BankB starts with buy- india finance Name ‚ INTERNET
34634,8/29/2015,2015,8,twitter,NS,twit_hndl wassup BankB
50034,8/6/2015,2015,8,twitter,NS,twit_hndl_BankA the book bag is moving too slow
14186,8/3/2015,2015,8,twitter,CS,"twit_hndl_BankB_help no, i love you guys???? just wondering why banks are closed on sunday in general. thanks for taking the time."
130192,8/17/2015,2015,8,twitter,NS,is this proof goldman sachs Name BankC BankD  Name uses Name Name Name for high frequency trading Ö INTERNET Ö twit_hndl
181123,11/14/2014,2014,11,facebook,NS,scouting for Name Name pick up for BankD city area begins tomorrow saturday november 15 at 9:30. please leave your bag visible so it is not missed. if for any reason your bag is not picked up you can bring it to the BankD city food bank. please allow enough time for the boys to get your bag some of them have several streets to cover. thank you!
68246,8/23/2015,2015,8,twitter,S,anyone else getting charge a service fee from
127474,1/31/2015,2015,1,facebook,NS,Name getting a banke as well but if i get banke it will be Name compass and BankB
55223,8/7/2015,2015,8,twitter,NS,gooddayclt is live at BankB stadium w a preview of. panthers
82024,6/3/2015,2015,6,facebook,NS,breaking news: j. p. Name wins legal battle in Name case INTERNET INTERNET
112912,2/11/2015,2015,2,facebook,NS,Name Name Name- augmented and virtual reality: the Name impact it will have... INTERNET Name Name Äôs 3rd Name BankD  Name healthcare conference presents: augmented and virtual reality: the mindblowing impact it will have in healthcare! augmented Ä ¶
1373,3/29/2015,2015,3,facebook,NS,. twit_hndl_BankA publishes 2014
192301,8/14/2015,2015,8,twitter,S,"thanks, twit_hndl_BankA, for not only accepting my money, but charging me insanely for trying to save while Name laid off. love you guys"
175717,8/6/2015,2015,8,twitter,S,"ret_twit twit_hndl: at bsideslv, BankB told me to shut up, code modification doesnt matter, but BankA fixed it & said thanks."
27753,8/5/2015,2015,8,twitter,S,"twit_hndl 1/ 3 Name message means that the instant account verification will not work. if you bank with BankA, you can enroll in"
9590,8/27/2015,2015,8,twitter,S,twit_hndl_BankC Name! i cant seem to log in to my account. problem has been going on for 2 + hours. please help!
106388,10/10/2014,2014,10,facebook,NS,ftse close: Name dismal session for footsie as blue-chip shares hit BankD asset management... Name close: Name dismal session for footsie as blue-chip shares hit BankD asset management- stockport- financial advisers & wealth managers INTERNET
102918,11/28/2014,2014,11,facebook,NS,family affair in the life i still find peace in life to be assure l. o. l never wanna live with you.. never want to live without you processing financed by BankA Name assure 2.5 % twit_hndl funds financed by love child Name a anderson i Name Name Name without Name by Name j. Name from her studio album Name life released in 1994. follow me on twitter twit_hndl thanks:)
210484,10/17/2014,2014,10,facebook,NS,BankA procurement connection & Name reception event 10-16-14
143361,3/25/2015,2015,3,facebook,NS,looking for pain points Ä ì Name Äôs miranda hill searches for the next big thing in... INTERNET ‚
70296,8/5/2014,2014,8,facebook,S,at BankB debating with te banker!!! i will not loose!!! i will get all of my money BankB !
22928,8/5/2015,2015,8,twitter,S,"twit_hndl absolutely! if you applied online, please allow 1-2 business days for account set up before funding in person. Name_Resp"
35148,8/6/2015,2015,8,twitter,CS,twit_hndl Name you able to get help by calling the number provided? please let us know if you need additional assistance. Name_Resp
57044,8/11/2015,2015,8,twitter,NS,project
84882,9/10/2014,2014,9,facebook,NS,cant see video either.. even when i go to sight from BankA???
198985,10/16/2014,2014,10,facebook,NS,together farms Name- BankD mission main street Name vote for Name Name Name at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
2780,8/19/2015,2015,8,twitter,NS,[
16797,8/17/2015,2015,8,twitter,CS,twit_hndl_BankD does not value the time of its business customers. has taken me 30 minutes to make three deposits.
70757,1/8/2015,2015,1,facebook,NS,attention all BankA Name u have received your w2 online i can prep you taxes and file them the day the Name opens at midnight... i will offer you 3 different plans to receive funds if u pay upfront and want direct deposit and are ez form only$ 75 now until the 15th call me PHONE
123747,8/31/2015,2015,8,twitter,CS,i wish i still had BankD?? they was a good bank
191301,9/24/2014,2014,9,facebook,PR,thank you BankA for supporting central valley entrepreneurs and the training fresno cdfi does!
69459,8/1/2015,2015,8,twitter,NS,area banking president/ senior vice president vice president of BankA  Name Name is one of our featured Ö INTERNET/
79679,10/10/2014,2014,10,facebook,NS,bio-beetle eco Name rental cars- BankD mission main street grants vote vote for bio-beetle eco Name rental cars at https:// INTERNET- BankDs$ 3 Name mission main street grants program program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
85321,8/6/2015,2015,8,twitter,NS,case against former compliance officer dismissed
137312,2/24/2015,2015,2,facebook,S,BankD to charge fees for big deposits- bank expects some of its largest clients to withdraw about$ 100bn in response to its plans INTERNET
53726,8/4/2015,2015,8,twitter,S,BankC investigated over its student loan services ow. ly/ qsq4l
176191,8/5/2015,2015,8,twitter,NS,ret_twit twit_hndl: big chunk of BankD  Name í s Name Name Name in Name day INTERNET Ö
136443,4/14/2015,2015,4,facebook,NS,BankD profit Name 12 % on Name Name INTERNET ‚
141778,8/2/2015,2015,8,twitter,NS,lgbtcareerlink_: now hiring: teller- Name corner- Name time- 20 hours(full benefits ) BankB: ma INTERNET)
31470,8/18/2015,2015,8,twitter,NS,twit_hndl Name for enrolling in
108194,8/28/2015,2015,8,twitter,NS,give BankD kennels so trading: quick complexion close about rough types in re turkey gobbler kennels: avz
135636,8/31/2015,2015,8,twitter,NS,"BankD & Name.(BankD m)price at close, august 31, 2015, is 64.1. of course, they dont follow BankB  like i do."
112185,2/25/2015,2015,2,facebook,NS,has anyone lost a spaniel dog!!! myself and another lady i dont know who she is a dark haired lady in a silver free lander have followed and tried to catch a spaniel dog mainly white with brown patches we followed it from near Name garden centre the dog is terrified it ran away from me when i tried to catch it ran out into the road a few times i lost sighting of it at the roundabout at the top of the times inn bank about 6:20pm i couldnt BankD after it as i had my son asleep in the car has anyone seen the dog just Name like to know if its safe being a dog owner myself Name chewing myself incase it gets hurt thanks
45894,8/3/2015,2015,8,twitter,CS,twit_hndl we appreciate your feedBankB . please dir_msg the location so i can share this information with our leadership team. Name_Resp
183870,9/30/2014,2014,9,facebook,NS,smoochie baby- BankD mission main street Name vote for Name baby at https:// INTERNET- BankDs$ 3 Name mission main street Name program for small business is in full swing! apply or vote today! learn more here: INTERNET INTERNET
168328,8/5/2015,2015,8,twitter,NS,ret_twit twit_hndl: BankA: factory orders climbed 1.8 percent in june due largely to a known surge in aircraft orders. non-durable orders rose modestly.
205156,3/22/2015,2015,3,facebook,NS,we are just one week from the BankB Name shuffle 8 k. tell us about your race day traditions here!
38750,8/12/2015,2015,8,twitter,S,twit_hndl we appreciate the feedBankB  and we will share your concern with the appropriate support team. enjoy the rest of your week. Name_Resp
35812,8/20/2015,2015,8,twitter,NS,"twit_hndl guess ure comfortable being friends BankA me?? just checking, nice joke tho??"
70926,8/25/2015,2015,8,twitter,NS,"august 25, 2015 us banking giant BankC Name massive gold reserves Name russia INTERNET"
160344,8/5/2015,2015,8,twitter,S,Name: twit_hndl_BankD charges your checking account an extra$ 2.00 for non-BankD atm withdrawls. Name on top of whatever the atm owners charging you.
58554,8/21/2015,2015,8,twitter,NS,yahooanswers question: can i get a 1000 dollar loan from BankA? yhoo. it/ 1BankD char
41981,8/31/2015,2015,8,twitter,CS,twit_hndl sorry for the experience. we suggest clearing the cache on your browser. please let us know if this helps. Name_Resp
184574,8/15/2014,2014,8,facebook,NS,so i went to the liquor store by the BankD bank bank and was thinking if i should get a scratcher. so i did i start scratching and won 10 bucks!
54439,8/12/2015,2015,8,twitter,NS,finance Name í s move to liberalise Name: BankD  Name asset management chief asia strategist Name Name c... bit. ly/ 1iflp2b
71964,8/19/2015,2015,8,twitter,NS,"bank complaints for week ending jul 29 29 vs avg: BankB___ (-3.5 ), BankC___ (-3.8 ), BankD ___ (-3.5 ), wefa___ (-3.1)tiny. cc/ cfpbweekviz"
183236,9/27/2014,2014,9,facebook,NS,silver valley classifieds you wont get kicked out of beware cell phone scam phone scam claiming to be BankB on credit card issues to call * number *- needing 10 minutes of your time.
181393,8/19/2015,2015,8,twitter,PR,INTERNET BankC affiliates pay$ 180 million to settle Name fund fraud charges but steals 3 billion INTERNET Ö
190801,5/4/2015,2015,5,facebook,CS,thank you for the information. our atm team is aware of the issue and working to resolve it. ~ Name
64015,11/22/2014,2014,11,facebook,NS,‚ £ 5trillion in bricks and mortar: value of uk homes surges past milestone- and half of that is... ‚ £ 5trillion in bricks and mortar: value of uk homes surges past milestone- and half of that is in london and the south east BankD asset management- stockport- financial advisers & wealth managers INTERNET
184996,6/19/2015,2015,6,facebook,S,so someone tried to do a cash deposit into my account. cash. he was told he couldnt make the deposit as he did not have a BankD account. what type of criteria is that? how am i supposed to get my money from someone that owes if my bank does not allow cash to be deposited into my account. it is mind blowing.
120585,8/7/2015,2015,8,twitter,NS,i just realized someone stole my BankA card
121739,10/10/2014,2014,10,facebook,NS,i need prayers... interview with BankD bank on Name after work... Name for Name please!
194868,8/5/2014,2014,8,facebook,NS,the ryland Name overweight rating reiterated at BankD & Name..$ 43.00 Name. INTERNET$ Name
75779,8/3/2015,2015,8,twitter,S,BankB playing with my money. transfer my cash from paypal already bruh
1286,8/5/2015,2015,8,twitter,S,. twit_hndl_BankA having to wait 3 wks for the debit card on my new account is too many weeks! cant rebanke go that long w/ o access to my own$$.
70357,8/5/2015,2015,8,twitter,NS,"at BankC open and elsewhere, australians are making a statement- Ö threatened at tournaments, a group of... tmblr. co/ z8hhgv1rgq2l3"
209227,8/21/2014,2014,8,facebook,CS,BankA is considered nationbanke number 1 mortgage lender. great institution!
35293,8/4/2015,2015,8,twitter,S,twit_hndl twit_hndl twit_hndl_BankA unbelievable that they leave you flat broke like that.
66453,10/13/2014,2014,10,facebook,NS,INTERNET earns Äúbuy Ä rating from BankB(amzn )- Name list Name ‚ INTERNET
82793,8/21/2015,2015,8,twitter,NS,brought to you by Name and BankC
139598,8/14/2014,2014,8,facebook,CS,keith this has happened to me several times also. BankA response is call us and well discuss. that is bull how about call us and well refund your charge BankB  since we shouldnt charge to cash our own checks. Name changbankes asap
84841,1/8/2015,2015,1,facebook,NS,cannock BankD Name volunteers required for water management at BankDwater on tuesday 13th of january at 10am. please ensure you wear appropiate footwear(wellies not heels!)and waterproof clothing. if you intend to stay after lunch please bring yourself a packed lunch. Name will be provided. contact Name Name on 01785619186 or email INTERNET. beaman@staffordshire. gov. uk for more information.
168143,8/23/2015,2015,8,twitter,PR,"ret_twit twit_hndl: Name bust BankA, suntrust and Name bank employees in tax refund scam scam- atlanta business chronicle ow. ly/ rfzrv"
71412,8/11/2015,2015,8,twitter,NS,"b. of a. rises, j. p. Name under scrutiny- Name"
148818,8/3/2015,2015,8,twitter,NS,Name faces BankB vote that may strip him of chairman role: BankB corp. Name. shareholders will get the... bit. ly/ 1sbv8uc
95996,2/1/2015,2015,2,facebook,NS,Name Name shared BankBs photo. did you overspend over the holidays? cutting BankB  on non-essentials can help you dig out of debt. watch this video for ideas: INTERNET
54772,8/14/2015,2015,8,twitter,NS,Name Name Name means Name the world?- Name Name & trades- BankC zpr. io/ yndh$ audusd$ nzdusd$ usdBankD y$ usdcny- s/ Name Name
132858,8/6/2015,2015,8,twitter,NS,"jersey city Name, so hot right now: j. p. Name to move 2,150 jobs from manhattan to jersey Name$ BankD  INTERNET via twit_hndl"
18367,8/26/2015,2015,8,twitter,NS,"twit_hndl_BankC poor service from BankC bank, when i sent a mail with attachment, on Name: friday, aug 21 2015 10:27pm, i got reply re:BankC = 024-922-755"
187697,8/27/2015,2015,8,twitter,NS,"Name flash: BankC stays buy on britvic, target cut to 800p from 880p dlvr. it/ bzphgw INTERNET"
335,8/18/2015,2015,8,twitter,NS,???????????? ó listening to honeymoon avenue Name at BankA center manila fb. me/ 54hbv2qtz
210784,11/15/2014,2014,11,facebook,NS,BankA selling$ 8.5 billion portfolio of student loans to navient BankA BankA & Name. is selling an$ 8.5 billion portfolio of federal student loans to navient to put more focus on its private student lending business. INTERNET
194009,8/26/2015,2015,8,twitter,NS,the house of Name: Name Name Name Name to the top of the... ift. tt/ 1evjtdi INTERNET
137751,8/25/2015,2015,8,twitter,NS,BankD: Name Name Name of banking- clsa í s Name Name and Name Name explain why they consider BankD... ow. ly/ 33c0qn
86889,8/14/2015,2015,8,twitter,NS,BankD bank type shit lol???????? INTERNET/
17822,8/25/2015,2015,8,twitter,CS,twit_hndl thanks for the clarification. please let us know if we can help with something specific in the future. Name_Resp
